measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources,
"No. of abortions among women aged 15-19, by state of residence",100,ND,North Dakota,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",290,NE,Nebraska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",290,NH,New Hampshire,2013,n/a,"Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",4670,NJ,New Jersey,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",620,NM,New Mexico,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",970,NV,Nevada,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",13950,NY,New York,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",2980,OH,Ohio,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",710,OK,Oklahoma,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",1030,OR,Oregon,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 15-19, by state of residence",3900,PA,Pennsylvania,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",150,AK,Alaska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",750,AL,Alabama,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",370,AR,Arkansas,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",1090,AZ,Arizona,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",12910,CA,California,2013,n/a,Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",960,CO,Colorado,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",1060,CT,Connecticut,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",290,DC,District of Columbia,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",310,DE,Delaware,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",5880,FL,Florida,2013,n/a,Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",2400,GA,Georgia,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",370,HI,Hawaii,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",340,IA,Iowa,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",170,ID,Idaho,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",3480,IL,Illinois,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",780,IN,Indiana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",300,KS,Kansas,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",470,KY,Kentucky,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",660,LA,Louisiana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",1570,MA,Massachusetts,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",2180,MD,Maryland,2013,n/a,"Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",200,ME,Maine,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",2430,MI,Michigan,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",730,MN,Minnesota,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",930,MO,Missouri,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",460,MS,Mississippi,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",150,MT,Montana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",2090,NC,North Carolina,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",70,ND,North Dakota,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",210,NE,Nebraska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",200,NH,New Hampshire,2013,n/a,"Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",3110,NJ,New Jersey,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",370,NM,New Mexico,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",670,NV,Nevada,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",9330,NY,New York,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",2070,OH,Ohio,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",490,OK,Oklahoma,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",690,OR,Oregon,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women aged 18-19, by state of residence",2840,PA,Pennsylvania,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,AK,Alaska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",50,AL,Alabama,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,AR,Arkansas,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,AZ,Arizona,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",560,CA,California,2013,n/a,Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",30,CO,Colorado,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",30,CT,Connecticut,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,DC,District of Columbia,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,DE,Delaware,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",260,FL,Florida,2013,n/a,Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",170,GA,Georgia,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,HI,Hawaii,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,IA,Iowa,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",--,ID,Idaho,2013,n/a,Rounded to the nearest 10. ; Fewer than five abortions or fetal losses,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",170,IL,Illinois,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,IN,Indiana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,KS,Kansas,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,KY,Kentucky,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",50,LA,Louisiana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",40,MA,Massachusetts,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",110,MD,Maryland,2013,n/a,"Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,ME,Maine,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",90,MI,Michigan,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",30,MN,Minnesota,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",40,MO,Missouri,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",30,MS,Mississippi,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,MT,Montana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",80,NC,North Carolina,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",--,ND,North Dakota,2013,n/a,Rounded to the nearest 10. ; Fewer than five abortions or fetal losses,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,NE,Nebraska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",10,NH,New Hampshire,2013,n/a,"Rounded to the nearest 10. ; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",170,NJ,New Jersey,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",30,NM,New Mexico,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,NV,Nevada,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",390,NY,New York,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",120,OH,Ohio,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",30,OK,Oklahoma,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among women younger than 15, by state of residence",20,OR,Oregon,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
